Name,Address,Latitude,Longitude,Business Status,Primary Type,Discovery Tier,Discovery Score,Reasons,Matched Themes,Anchor Markets,Google Maps URL,Place ID
Royal Oilfield Services,"2670 Charway Rd, Odessa, TX 79766, USA",31.8113751,-102.3565732,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Austin|TX; Decatur|TX,https://www.google.com/maps/place/?q=place_id:ChIJjxAsetDL-4YRIHXZxHizDp8,ChIJjxAsetDL-4YRIHXZxHizDp8
rps Cementing Co,"9095 Airline Hwy, Livonia, LA 70755, USA",30.5546658,-91.52720629999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Baton Rouge|LA,https://www.google.com/maps/place/?q=place_id:ChIJk1pZwFJAJIYRzBAmMcF16gM,ChIJk1pZwFJAJIYRzBAmMcF16gM
Ruen Drilling Inc,"710 Danner Rd, Max Meadows, VA 24360, USA",36.9395091,-80.9489218,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Bluefield|VA; Cedar Bluff|VA; Coeburn|VA,https://www.google.com/maps/place/?q=place_id:ChIJD-yGRW79UYgR7rUsKdKdnGk,ChIJD-yGRW79UYgR7rUsKdKdnGk
"Rutledge Well Drilling & Pump Service, Inc.","3340 W 600 S, Atlanta, IN 46031, USA",40.21824609999999,-86.0767018,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),gasfield natural gas well services,Clay County|IN,https://www.google.com/maps/place/?q=place_id:ChIJc0GjlD69FIgR0Ra6Ll8T28g,ChIJc0GjlD69FIgR0Ra6Ll8T28g
Sandy's Oilfield Services LLC,"PO Box 305, Elk City, OK 73648, USA",35.4106432,-99.4075507,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Elk City|OK,https://www.google.com/maps/place/?q=place_id:ChIJ0TtALxvlq4cRa4IewNzzjpo,ChIJ0TtALxvlq4cRa4IewNzzjpo
Savanna Drilling,"125 Industry Rd, Waynesburg, PA 15370, USA",39.8982883,-80.1299952,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Connellsville|PA; Eighty Four|PA,https://www.google.com/maps/place/?q=place_id:ChIJQc--UCWgNYgRLik3y6fNbeI,ChIJQc--UCWgNYgRLik3y6fNbeI
Savanna Well Servicing Savanna Energy,"3056 ND-22, Dickinson, ND 58601, USA",46.9698237,-102.7885178,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Arnegard|ND,https://www.google.com/maps/place/?q=place_id:ChIJkYbfwJIYJlMRoYWnPvmSK60,ChIJkYbfwJIYJlMRoYWnPvmSK60
SC Drilling Inc.,"14721 E 186th St N, Collinsville, OK 74021, USA",36.4247897,-95.8084157,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJ86A8Nn7-tocRH1iWpTBb-As,ChIJ86A8Nn7-tocRH1iWpTBb-As
Scherzinger Drilling Co,"9629 OH-128, Harrison, OH 45030, USA",39.256147,-84.709205,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Covington|KY; Dennison|OH,https://www.google.com/maps/place/?q=place_id:ChIJm4XUQJYzQIgRFWeThnMYq8M,ChIJm4XUQJYzQIgRFWeThnMYq8M
Schlumberger Oilfield Services,"321 S Boston Ave, Tulsa, OK 74103, USA",36.1532977,-95.98919529999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJ_____3rrtocRsMdqL8AkYW4,ChIJ_____3rrtocRsMdqL8AkYW4
Schlumberger Oilfield Services,"1080 US-33, Weston, WV 26452, USA",39.0325192,-80.4417443,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Bridgeport|WV; Fairmont|WV; Grantsville|WV,https://www.google.com/maps/place/?q=place_id:ChIJ3VVRhcJJSogRjKxnFx46hUA,ChIJ3VVRhcJJSogRjKxnFx46hUA
Schlumberger Oilfield Services,"555 Industrial Blvd, Sugar Land, TX 77478, USA",29.634016,-95.6081924,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Brookshire|TX,https://www.google.com/maps/place/?q=place_id:ChIJIYbuSwbnQIYRmuBJQ_HTCF8,ChIJIYbuSwbnQIYRmuBJQ_HTCF8
Schlumberger Oilfield Services,"509 W Hensley Blvd, Bartlesville, OK 74003, USA",36.7523968,-95.9827619,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Coffeyville|KS,https://www.google.com/maps/place/?q=place_id:ChIJre6CgYcTt4cR50qdC4Yiz-w,ChIJre6CgYcTt4cR50qdC4Yiz-w
Schlumberger Wireline,"531 Commerce Ave, Fort Morgan, CO 80701, USA",40.2463621,-103.7938064,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Center|CO; Fort Lupton|CO,https://www.google.com/maps/place/?q=place_id:ChIJjx7bMuHubYcRWvSU4j9zARo,ChIJjx7bMuHubYcRWvSU4j9zARo
Sean A Speedy Drilling,"1057 Roswell Rd SW, Carrollton, OH 44615, USA",40.5759095,-81.11550319999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Dennison|OH,https://www.google.com/maps/place/?q=place_id:ChIJq26hAf-UNogRYByPPuqskKg,ChIJq26hAf-UNogRYByPPuqskKg
Seddon's Well Drilling,"95 Deer Creek Rd, Sandy Lake, PA 16145, USA",41.4192501,-80.1117474,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Charleroi|PA,https://www.google.com/maps/place/?q=place_id:ChIJR2C4ghyqM4gRiG7ifqNPRsI,ChIJR2C4ghyqM4gRiG7ifqNPRsI
SEI Oilfield Services,"6066 Canton Rd NW, Carrollton, OH 44615, USA",40.6655309,-81.13326169999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Dennison|OH,https://www.google.com/maps/place/?q=place_id:ChIJj84VAg-_NogRI7V2IctFN64,ChIJj84VAg-_NogRI7V2IctFN64
SEI Oilfield Services,"70081 Batesville Rd, Quaker City, OH 43773, USA",40.114864,-81.357563,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Dennison|OH,https://www.google.com/maps/place/?q=place_id:ChIJh6W69lhPNogRe0bu7ekCKRM,ChIJh6W69lhPNogRe0bu7ekCKRM
"Shale Oilfield Services, LLC","3560 Youree Dr, Shreveport, LA 71105, USA",32.4743636,-93.72253529999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Frierson|LA,https://www.google.com/maps/place/?q=place_id:ChIJizfQ2uXNNoYRhllxedFFoU8,ChIJizfQ2uXNNoYRhllxedFFoU8
Shelly Drilling,"900 Allegheny Ave, Avonmore, PA 15618, USA",40.5294385,-79.4573911,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Connellsville|PA; Delmont|PA; Eighty Four|PA; Hershey|PA,https://www.google.com/maps/place/?q=place_id:ChIJRzSMHDu0NIgRnKDdO7O3l38,ChIJRzSMHDu0NIgRnKDdO7O3l38
Sierra Oilfield Services Inc.,"1104 S Lake St, Farmington, NM 87401, USA",36.718101,-108.2170382,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Aztec|NM,https://www.google.com/maps/place/?q=place_id:ChIJ-1A4vOyFO4cR9EUEsbhSb_c,ChIJ-1A4vOyFO4cR9EUEsbhSb_c
Singleton's Drilling LLC,"14001 C Gotti Rd, Folsom, LA 70437, USA",30.5712447,-90.1725862,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Baton Rouge|LA,https://www.google.com/maps/place/?q=place_id:ChIJk_BsLV5oJ4YRuXfb8CWkD48,ChIJk_BsLV5oJ4YRuXfb8CWkD48
SJC Core Drilling Services,"67 Central St, Boylston, MA 01505, USA",42.3549025,-71.72766419999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Boston|MA,https://www.google.com/maps/place/?q=place_id:ChIJCZEvtoMH5IkR2jM_ud7C3Fw,ChIJCZEvtoMH5IkR2jM_ud7C3Fw
SKY Oilfield Services,"4213 Sligo Rd, Haughton, LA 71037, USA",32.4647685,-93.5305044,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Frierson|LA,https://www.google.com/maps/place/?q=place_id:ChIJq6ra-eckMYYRz_Zvvbh_JLc,ChIJq6ra-eckMYYRz_Zvvbh_JLc
Smith Well Drilling LLC,"5160 E Rosehill Ave, Terre Haute, IN 47805, USA",39.5509369,-87.3370322,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Clay County|IN,https://www.google.com/maps/place/?q=place_id:ChIJ0ZPTPSZpbYgRYZry-upl5Eg,ChIJ0ZPTPSZpbYgRYZry-upl5Eg
Snyder Drilling & Excavating,"256 Sweitzer Rd, Mt Pleasant, PA 15666, USA",40.1155267,-79.4781148,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Connellsville|PA; Delmont|PA; Eighty Four|PA,https://www.google.com/maps/place/?q=place_id:ChIJ5Q8RgHgpNYgRFQlyZDXMBck,ChIJ5Q8RgHgpNYgRFQlyZDXMBck
Snyper Drilling Services Inc,"8447 Athens Ave, Baton Rouge, LA 70814, USA",30.4754956,-91.1005379,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Baton Rouge|LA,https://www.google.com/maps/place/?q=place_id:ChIJ8bqEEaujJoYRIKbo5n2Cm4c,ChIJ8bqEEaujJoYRIKbo5n2Cm4c
Son Oilfield Services,"1471 Thrasher Ln, Monahans, TX 79756, USA",31.5613455,-102.9108041,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Fort Stockton|TX,https://www.google.com/maps/place/?q=place_id:ChIJ8ZHlACb7-oYR1Y1PDjy0vlc,ChIJ8ZHlACb7-oYR1Y1PDjy0vlc
South Texas Oilfield Solutions,"411 N Flournoy Rd Ste 102, Alice, TX 78332, USA",27.7571945,-98.04730219999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Athens|TX,https://www.google.com/maps/place/?q=place_id:ChIJ3aJgC4rLZ4YRZmfLHswBsjk,ChIJ3aJgC4rLZ4YRZmfLHswBsjk
Southern Drilling & Blasting,"2418 McIntyre Ct, Franklin, TN 37069, USA",36.0180117,-86.89079509999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Brentwood|TN,https://www.google.com/maps/place/?q=place_id:ChIJH6sTv299ZIgRBcy9ypYNtBM,ChIJH6sTv299ZIgRBcy9ypYNtBM
Southern Drilling Supply Inc,"20 Walt Brock Rd, Tylertown, MS 39667, USA",31.0098589,-90.11367340000001,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Columbia|MS,https://www.google.com/maps/place/?q=place_id:ChIJZcd3z4qEJ4YR-YVsdLxjYgQ,ChIJZcd3z4qEJ4YR-YVsdLxjYgQ
Southern Oilfield Services,"210 Rousseau Rd, Youngsville, LA 70592, USA",30.1325744,-91.9966561,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Arnaudville|LA; Baton Rouge|LA; Broussard|LA,https://www.google.com/maps/place/?q=place_id:ChIJaTlp3q9iI4YR347elGm3lw8,ChIJaTlp3q9iI4YR347elGm3lw8
Southern Oilfield Services,"7205 Belgold Dr, Houston, TX 77066, USA",29.9617185,-95.53390110000001,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Brookshire|TX; Channelview|TX,https://www.google.com/maps/place/?q=place_id:ChIJARQmNcXNQIYR89q6ziqnJ0M,ChIJARQmNcXNQIYR89q6ziqnJ0M
Southern Oilfield Supply,"6313 Hwy 90 E, New Iberia, LA 70560, USA",29.9385032,-91.75936879999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Baton Rouge|LA,https://www.google.com/maps/place/?q=place_id:ChIJHyyGvZicI4YRI-54RX1oAdo,ChIJHyyGvZicI4YRI-54RX1oAdo
Sperry Drilling Inc.,"1023 Cumberland Hwy, Berlin, PA 15530, USA",39.8842821,-78.952463,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Connellsville|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJfU-77HzpyokRjJeU6rPUG3w,ChIJfU-77HzpyokRjJeU6rPUG3w
Sperry Drilling Services,"4607 Hwy 90 E, Broussard, LA 70518, USA",30.1462247,-91.94492389999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Broussard|LA,https://www.google.com/maps/place/?q=place_id:ChIJCxJ0nIB9I4YRutQGLAkuJZ4,ChIJCxJ0nIB9I4YRutQGLAkuJZ4
St Louis Well Services,"St Louis, OK 74866, USA",35.0737029,-96.86953419999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Bixby|OK; Elk City|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqt6ms4cR6qAgnMEnfE8,ChIJq6qqqt6ms4cR6qAgnMEnfE8
Stallion Oilfield Services,"297 Beautys Run Rd, Williamsport, PA 17701, USA",41.2908881,-77.06224759999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Hallstead|PA,https://www.google.com/maps/place/?q=place_id:ChIJVbW_fximz4kRdvzvyDTSQYI,ChIJVbW_fximz4kRdvzvyDTSQYI
Starr Oilfield Services LLC,"12401 E Admiral Pl, Tulsa, OK 74116, USA",36.1621916,-95.8381345,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJg_NtRGD0tocRUC6ajpIWOCQ,ChIJg_NtRGD0tocRUC6ajpIWOCQ
Steel Drilling LLC,"1050 Broad St Rear, Montoursville, PA 17754, USA",41.24666819999999,-76.9093846,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Hallstead|PA; Hershey|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJCwe2mxanz4kRfyyT2Jxl-_I,ChIJCwe2mxanz4kRfyyT2Jxl-_I
Steel Service Oilfield Tubular,"8138 E 63rd St, Tulsa, OK 74133, USA",36.0729263,-95.8848753,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJ7631rZ2NtocRizWcH2eoS0k,ChIJ7631rZ2NtocRizWcH2eoS0k
Stewart Brothers Drilling Co,"306 Airport Rd, Milan, NM 87021, USA",35.1717688,-107.8943703,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Aztec|NM,https://www.google.com/maps/place/?q=place_id:ChIJ8SZuGIOEI4cRt2Bb8EfMGv4,ChIJ8SZuGIOEI4cRt2Bb8EfMGv4
Stingray Oilfield Services LLC,"1345 NW 611, Andrews, TX 79714, USA",32.3315754,-102.5731301,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Austin|TX,https://www.google.com/maps/place/?q=place_id:ChIJ2-HHMOOP-4YRIPZ8U7E60nY,ChIJ2-HHMOOP-4YRIPZ8U7E60nY
Stoneham Drilling Corporation,"14067 Jackson St, Williston, ND 58801, USA",48.143597,-103.727076,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Arnegard|ND,https://www.google.com/maps/place/?q=place_id:ChIJIdTkdppcIVMRaDoLjD7dVq4,ChIJIdTkdppcIVMRaDoLjD7dVq4
Stratex Drilling Contractors,"8345 S Madisonville Rd, Hopkinsville, KY 42240, USA",36.9816426,-87.48113819999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Edmonton|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJZRU1i2tKZYgRxi1unTLuCVw,ChIJZRU1i2tKZYgRxi1unTLuCVw
Sunflower Well Services,"1770 28th Ave, Canton, KS 67428, USA",38.4302208,-97.4071352,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,El Dorado|KS,https://www.google.com/maps/place/?q=place_id:ChIJ8w7lcNmfvIcRw_DUPJJQ8PA,ChIJ8w7lcNmfvIcRw_DUPJJQ8PA
Superior Oilfield Rentals,"10611 County Rd 75, Midland, TX 79707, USA",31.9843032,-102.2361584,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield supply pumps equipment rental,Decatur|TX; Frisco|TX,https://www.google.com/maps/place/?q=place_id:ChIJYS8Xs9_F-4YRipwqqNCuMhg,ChIJYS8Xs9_F-4YRipwqqNCuMhg
Superior Well Services,"4963 US-85, Williston, ND 58801, USA",48.1343297,-103.7247009,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Arnegard|ND,https://www.google.com/maps/place/?q=place_id:ChIJ99ppnjVZIVMRnYnflnB8mXI,ChIJ99ppnjVZIVMRnYnflnB8mXI
Superior Well Services,"216 Millstone Rd, Broussard, LA 70518, USA",30.1350649,-91.9411064,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),gasfield natural gas well services,Broussard|LA,https://www.google.com/maps/place/?q=place_id:ChIJNUkLAJ2CJIYR0y40pDLWFuQ,ChIJNUkLAJ2CJIYR0y40pDLWFuQ
"Surge Well Service, Inc","17289 E 640 Rd, Hennessey, OK 73742, USA",36.087923,-97.902332,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),gasfield natural gas well services,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJNR6UNYgjrocR-cgXil9ANOg,ChIJNR6UNYgjrocR-cgXil9ANOg
Swank & Son Well Drilling,"1974 Montour Blvd, Danville, PA 17821, USA",40.9653092,-76.55566999999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),mobile well testing hydro testing pressure testing,Hallstead|PA,https://www.google.com/maps/place/?q=place_id:ChIJ_1aWnUdlz4kRyWdfUfbldnE,ChIJ_1aWnUdlz4kRyWdfUfbldnE
T & L Well Services,"102 S Main St, Tonkawa, OK 74653, USA",36.6777623,-97.30965529999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJwQprSahDsIcRg0TpxQ08OWQ,ChIJwQprSahDsIcRg0TpxQ08OWQ
